id,address,number,municipality,latitude,longitude,postal_code,province
4824.0,Bergense Steenweg ,61,Herenthout,51.1488636,4.7674978,2270.0,Antwerpen
4825.0,John Kennedylaan ,25,Gent,51.087011,3.7574026,9000.0,Oost-Vlaanderen
4826.0,Klaverveld,4,Buggenhout,51.014891,4.195646517921517,9255.0,Oost-Vlaanderen
4827.0,Wiedauwkaai,52,Gent,51.07520035,3.7233359743332537,9000.0,Oost-Vlaanderen
4828.0,Rue du Sourd d Ave ,1,Rochefort,50.1001283,5.1322744,5580.0,Namur
4829.0,Quai du Halage,0,Flémalle,50.5860328,5.4150717,4400.0,Liège
4830.0,Quai du Halage ,0,Flémalle,50.5860328,5.4150717,4400.0,Liège
4833.0,Rue Chauw à Roc,6,Roux,50.4313891,4.3986246,6044.0,Hainaut
4834.0,Rue Chauw à Roc,6,Roux,50.4313891,4.3986246,6044.0,Hainaut
4835.0,Rue d Hautrage,87,Saint-Ghislain,50.4730283,3.8215318,7331.0,Hainaut
4836.0,Rue d Hautrage,87,Saint-Ghislain,50.4730283,3.8215318,7331.0,Hainaut
4837.0,Coupure Rechts,228,Gent,51.04923185,3.712749408719007,9000.0,Oost-Vlaanderen
4838.0,Avenue Josse Goffin ,180,Bruxelles,50.8669026,4.3063892,1080.0,Bruxelles-Brussel
4839.0,Rue de l Avenir,2,Natoye,50.33916945,5.055819900102001,5360.0,Namur
4840.0,Rue d Hubinne ,1,Hamois,50.34154624999999,5.160111762611372,5360.0,Namur
4841.0,Zeelaan ,21,De,51.205081,2.8632805466498605,8660.0,West-Vlaanderen
4842.0,Koningsplein,1,De,50.8423803,4.3588762,8660.0,West-Vlaanderen
4844.0,Sint-Elisabethlaan ,4,De,51.093470499999995,2.593876721145354,8660.0,West-Vlaanderen
4846.0,Avenue de l Europe,1,Leuze-en-Hainaut,50.6019111,3.6477580714194584,7900.0,Hainaut
4847.0,Avenue de l Europe ,1,Leuze-en-Hainaut,50.6019111,3.6477580714194584,7900.0,Hainaut
4848.0,Brielen ,9,Willebroek,51.0383444,4.365124799830853,2830.0,Antwerpen
4849.0,Rue de la Touche ,20,Ciney,50.25598255,5.135723351801775,5590.0,Namur
4850.0,Rue Darwin ,15,Bruxelles,50.818146850000005,4.35158812126622,1190.0,Bruxelles-Brussel
4851.0,Naamsestraat ,22,Leuven,50.8779204,4.700390920338765,3000.0,Vlaams-Brabant
4852.0,Rue Edouard Stuckens,45,Bruxelles,50.87599845,4.395125227462513,1140.0,Bruxelles-Brussel
4855.0,Rue d Elouges,3,Dour,50.3957017,3.7728313,7370.0,Hainaut
4856.0,Rue de la Perche,88,Colfontaine,50.4105164,3.8555314,7340.0,Hainaut
4857.0,Rue Eva Dupont ,1,Ghlin,50.4752678,3.9111047,7011.0,Hainaut
4858.0,Place des Combattants,23,Saint-Ghislain,50.44847274999999,3.819145491172133,7330.0,Hainaut
4859.0,Rue d Elouges,104,Dour,50.3966759,3.7692064,7370.0,Hainaut
4860.0,Rue du Soleil,2,Renaix,50.7494888,3.5937765,9600.0,Oost-Vlaanderen
4861.0,Grote Baan ,222,Drogenbos,50.786711749999995,4.317096427882621,1620.0,Vlaams-Brabant
4862.0,Grote Baan ,222,Drogenbos,50.786711749999995,4.317096427882621,1620.0,Vlaams-Brabant
4863.0,Chaussée de Wavre,67,Perwez,50.6330699,4.7904906,1360.0,Brabant Wallon
4864.0,Bergensesteenweg,32,Lot,50.77849525,4.272196181278558,1651.0,Vlaams-Brabant
4865.0,Noorderlaan ,147,Antwerpen,51.2640927,4.399568322053218,2030.0,Antwerpen
4867.0,Rue de l Alliance,19,Boussu,50.41287575,3.7966397102076224,7300.0,Hainaut
4868.0,Rue de Mons ,202,Hornu,50.439220250000005,3.8331032226805157,7301.0,Hainaut
4870.0,Rue de Binche ,80,Hornu,50.42823665,3.83083806546845,7301.0,Hainaut
4871.0,Rue de Bavay ,143,Boussu,50.40608095,3.80465654133053,7300.0,Hainaut
4872.0,Atletiekstraat ,1,Hemiksem,51.1351707,4.342467351921423,2620.0,Antwerpen
4873.0,Chaussée Tirlemont ,105,Gembloux,50.58238865,4.709136842676827,5030.0,Namur
4874.0,Rue de la Croix Limont ,36,Ciney,50.3130003,5.123474,5590.0,Namur
4875.0,Bedrijfsstraat ,1220,Opglabbeek,51.03851435,5.5320934603750676,3660.0,Limburg
4876.0,Dendermondestraat ,25,Merchtem,50.9612318,4.228450251097009,1785.0,Vlaams-Brabant
4879.0,Rue Laid Burniat,3,Louvain-la-Neuve,50.6630707,4.6325396,1348.0,Brabant Wallon
4882.0,Rue de Gedinne,46,Wellin,50.0798449,5.1045198,6920.0,Luxembourg
4884.0,Rue des Alouettes ,99,Milmort,50.6943156,5.5822516,4041.0,Liège
4886.0,Rue du Bay Bonnet ,13,Trooz,50.6007198,5.6963843,4870.0,Liège
4887.0,Rue de Bièvre,1,Paliseul,49.89532385,5.078973349836602,6850.0,Luxembourg
4889.0,Rue de Mons ,163,Hornu,50.43733005,3.8387710231371712,7301.0,Hainaut
4891.0,Dreef ,38,Meerle,51.4962179,4.775943755423588,2328.0,Antwerpen
4892.0,Hoogeind,74,Meer,51.466211099999995,4.735228016102328,2321.0,Antwerpen
4893.0,Watertorenstraat ,35,Olen,51.177859850000004,4.880940305003964,2250.0,Antwerpen
4894.0,Rue de Neck ,0,Bruxelles,50.8644043,4.3290406,1080.0,Bruxelles-Brussel
4895.0,Uilenbaan,120,Wommelgem,51.2129875,4.5175391542401835,2160.0,Antwerpen
4896.0,Rue d Hatrival,173,Libin,49.983383599999996,5.265014050000001,6890.0,Luxembourg
4898.0,De Roosen,43,Neerpelt,51.2153678,5.4550751,3910.0,Limburg
4901.0,Rue du Coeur Dolent ,0,Binche,50.4211242,4.1639326,7130.0,Hainaut
