latitude,longitude
51.1889959,5.0948491
51.0773485,4.2973462
51.3120757,4.9314228
51.0825171,4.91256
51.0668189,4.3598043
51.3948812,4.5998185
50.8324872,4.3115682
50.8508852,4.3643289
50.818885,4.40286
50.8674778,4.3773347
50.7832343,4.3559251
50.5813404,4.3389817
50.6550814,5.5293122
50.6266486,6.0434467
50.5995332,5.4720475
50.673831,5.091516
50.64775,5.80788
50.7163786,6.0118139
50.6445312,5.5869718
50.5660359,5.8028664
50.4937308,5.8667947
50.2855367,6.126939
50.6942287,5.2573006
50.6638599,5.9771342
50.6591239,3.7931957
50.2407481,4.2349556
50.5502097,3.7376916
50.5174431,3.6814769
50.4153824,4.1638782
50.6068183,4.135878
50.45531,4.45141
50.0554401,4.3070437
50.7590067,2.9426115
50.3921289,3.7748325
50.6946554,4.0327946
50.7146464,3.2721489
50.6013804,3.6223468
50.4669821,4.1932998
50.4459734,3.9178949
50.7350546,3.2188905
50.4053612,3.6846471
50.5829921,4.0684567
50.3330712,4.3004128
50.6189572,3.3721125
50.869813,5.5199703
51.1461236,5.5976703
50.983825,5.489918
50.9441474,5.3295688
50.9452535,5.1716121
51.0372714,5.2809654
51.1162188,5.2585985
51.2260021,5.3247625
50.9843097,5.7139894
51.0424096,5.5479736
51.0552828,5.0923545
50.7837417,5.4633336
50.4917028,5.0878434
50.1211937,4.9784988
50.1713921,4.4098505
50.3122838,5.1215478
50.0614965,4.4957453
50.5898735,4.9119599
50.2561788,4.6079581
50.3979352,4.6974648
49.9825317,4.9345576
50.5811721,4.714952
50.3038227,4.6459021
50.456608,4.8798386
50.199119,4.5535744
50.1559024,5.2172992
50.4432325,4.646846
49.8373153,4.9695608
50.3222829,4.8812894
50.9395761,4.0335642
51.0864757,3.4469076
51.2242895,3.747029
51.2122088,4.259622
51.2422067,4.2757758
51.0328287,4.132515
51.1797215,3.5756716
51.0685818,3.7107182
51.1225683,3.7343254
50.7744735,3.8806202
50.895623,3.875861
51.1710697,4.3128898
50.9020353,3.5239706
51.2115034,3.4523276
51.0119241,3.788643
50.8333827,4.0258741
50.8519728,3.6093181
51.2229416,4.1314694
51.1698779,4.1356144
51.1247009,4.2152415
51.1770867,3.8412857
51.0043694,3.9788552
51.0698766,4.0355777
50.8484777,4.2636854
50.7389508,4.0143627
50.9668905,4.6130102
50.7510345,4.2539965
50.7574788,5.081719
50.8345572,4.1436051
50.8774603,4.6658621
51.0043083,4.3068028
50.7770126,4.5270384
50.8236483,4.9371776
50.9251278,4.4234588
50.8754995,4.500188
51.3103591,3.1224345
51.2691894,3.2073533
51.2217871,3.2272175
51.0291835,2.8584529
51.158035,2.9691926
50.8568661,3.3085433
50.7472089,2.8219631
50.952499,2.8516999
50.8527201,2.8772348
50.9183685,3.2187142
51.1816879,3.1074547
51.3397081,3.2868892
51.1058531,2.6493834
50.8108953,3.2756054
50.8771729,3.1759393
51.0254614,3.1414086
50.8136468,3.1265431
51.1833126,2.8238932
51.1282901,2.7573816
51.2246918,2.9061035
51.1480531,3.238243
51.0947818,3.2055415
51.0948698,2.5835932
50.8593871,2.7262218
50.9166912,2.6257251
50.9498725,3.1292766
51.0702509,3.1009085
50.7815035,3.0441079
50.8125511,3.1850362
49.6907796,5.8205844
49.5646195,5.8245395
49.9921075,5.7059044
49.856,5.2651139
49.811984,5.079105
50.2913872,5.5537595
49.6763545,5.5978765
49.6978938,5.3113728
50.1285486,5.78569
49.8404341,5.4349469
50.1800993,5.5747724
50.2826398,5.9207515
49.5649592,5.5346367
51.2063667,4.4702018
51.2588916,4.4513523
51.1826931,4.4237404
51.2059492,4.412103
51.222403,4.4351584
51.0173887,4.5602291
51.1001657,4.2320056
51.2997041,4.4890033
51.308509,4.5457484
51.1577655,4.4108501
51.1846342,4.8356473
51.2742932,4.6444488
51.0487637,4.4793302
50.8357176,4.3475625
50.8519005,4.4603541
50.805155,4.3685449
50.8423838,4.3993125
50.8907283,4.3080703
50.3733833,4.4674644
50.3619357,4.3642107
50.9259632,5.3420969
50.8234022,5.1860706
51.0492296,3.7002086
51.0242346,3.7026408
51.0618537,3.7215097
51.0237443,3.7313248
51.1012384,3.9998472
50.8426069,3.6014671
50.7461817,3.5997497
50.8643014,3.8165937
50.988508,5.0509244
50.8723536,4.6998331
50.8780791,4.6731993
50.8639077,2.894177
50.9185774,3.211183
51.0621679,2.6685368
50.8999474,3.4182715
50.0124281,5.7224414
49.9251785,5.3814012
50.2285032,5.3232379
50.6454281,5.4775191
51.2365534,5.4770805
50.7170595,4.8567275
50.5641805,4.4907038
50.4055547,6.2516179
50.6204355,5.6013855
51.1521392,4.9845492
50.8594819,4.3521899
50.6860068,4.395409
50.6901666,4.1973583
50.6990584,4.6148261
50.4909798,5.7145851
50.4255161,5.5284297
50.5308662,5.2672369
50.6478461,5.8213157
50.4012961,5.9453535
50.5858941,5.8703653
50.3906081,4.4173694
50.5737411,3.8586497
51.1050276,5.7503557
50.2532753,4.8979837
51.0076947,3.8799267
50.9079997,4.2098889
50.22138,5.3303017
49.9000041,5.1266042
50.0256325,5.3596412
50.6748034,5.6336647
50.6528879,5.5783562
50.6225226,5.6363809
50.8282977,5.2008548
