id,reason,province,municipality
14711.0,not_available,Liège,Angleur
14713.0,not_available,Namur,EGHEZEE
14738.0,not_available,Hainaut,dottignies
14743.0,not_available,Brabant Wallon,TUBIZE
14785.0,not_available,West-Vlaanderen,Nieuwpoort
14855.0,not_available,Bruxelles-Brussel,Bruxelles
14897.0,not_available,Antwerpen,Schoten
14901.0,not_available,Bruxelles-Brussel,Evere 
14912.0,not_available,Bruxelles-Brussel,Sint-Joost-Ten-Node 
14913.0,not_available,Bruxelles-Brussel,Evere
14914.0,not_available,Bruxelles-Brussel,Evere 
14934.0,not_available,Bruxelles-Brussel,Schaerbeek 
14940.0,not_available,Bruxelles-Brussel,Sint-Joost-ten-Node
14941.0,not_available,Bruxelles-Brussel,Sint-Joost-ten-Node
14948.0,not_available,Namur,Sambreville
14951.0,not_available,Vlaams-Brabant,kapelle op den bos
14904.0,not_available,Bruxelles-Brussel,Evere
14905.0,not_available,Bruxelles-Brussel,Evere
14906.0,not_available,Bruxelles-Brussel,Schaarbeek
14911.0,not_available,Bruxelles-Brussel,Sint-Joost-ten-Node
14972.0,not_available,Bruxelles-Brussel,Evere
14986.0,not_available,Brabant Wallon,Nivelles
14988.0,not_available,Liège,Milmort
14989.0,not_available,Oost-Vlaanderen,Wortegem-Petegem
14996.0,not_available,Vlaams-Brabant,Ruisbroek
15022.0,not_available,Bruxelles-Brussel,Evere
15029.0,not_available,Bruxelles-Brussel,Evere 
15030.0,not_available,Bruxelles-Brussel,Schaarbeek 
15031.0,not_available,Bruxelles-Brussel,Schaarbeek 
15038.0,not_available,Bruxelles-Brussel,Schaerbeek
15039.0,not_available,Bruxelles-Brussel,Evere 
15040.0,not_available,Bruxelles-Brussel,Evere
15041.0,not_available,Bruxelles-Brussel,Evere
15042.0,not_available,Bruxelles-Brussel,Evere 
15043.0,not_available,Bruxelles-Brussel,Evere
15049.0,not_available,Namur,Sambreville
15052.0,not_available,Namur,Sambreville 
15058.0,not_available,Oost-Vlaanderen,Sint-Denijs-Westrem
15061.0,not_available,Luxembourg,Marche-en-Famenne
15094.0,not_available,Namur,Namur 
15132.0,not_available,Antwerpen,Willebroek
15133.0,not_available,Oost-Vlaanderen,Evergem
15134.0,not_available,West-Vlaanderen,Roeselare
15145.0,not_available,Namur,Philippeville
15146.0,not_available,Namur,Philippeville
15147.0,not_available,Namur,Philippeville
105211.0,not_available,Vlaams-Brabant,Leuven
910895.0,not_available,Hainaut,Saint-Ghislain
105349.0,not_available,West-Vlaanderen,Brugge
14692.0,not_available,Liège,BATTICE
15455.0,not_available,Oost-Vlaanderen,Gent
15456.0,not_available,Oost-Vlaanderen,Gent
15457.0,not_available,Oost-Vlaanderen,Gent
15461.0,not_available,Antwerpen,Antwerpen
15462.0,not_available,Namur,Jambes
15463.0,not_available,Hainaut,Colfontaine
15467.0,not_available,West-Vlaanderen,Brugge
15478.0,not_available,Limburg,Kermt
15483.0,not_available,West-Vlaanderen,Knokke
15484.0,not_available,Bruxelles-Brussel,Jette
15490.0,not_available,Namur,Gembloux
15510.0,not_available,Oost-Vlaanderen,ERPE-MERE
15517.0,not_available,Antwerpen,Schoten
15518.0,not_available,Namur,Doische
15529.0,not_available,Antwerpen,Wommelgem
15532.0,not_available,Antwerpen,Niel
15545.0,not_available,West-Vlaanderen,Brugge
15547.0,not_available,Antwerpen,Edegem
15550.0,not_available,Liège,Comblain-au-Pont
15552.0,not_available,Antwerpen,Grobbendonk
15561.0,not_available,West-Vlaanderen,Knokke-Heist
15562.0,not_available,West-Vlaanderen,Knokke_Heist
15563.0,not_available,West-Vlaanderen,Knokke-Heist
15564.0,not_available,West-Vlaanderen,Knokke-Heist
15565.0,not_available,West-Vlaanderen,Knokke-Heist
15566.0,not_available,West-Vlaanderen,Knokke-Heist
15570.0,not_available,Bruxelles-Brussel,Forest
15572.0,not_available,Vlaams-Brabant,Rhode-Saint-Genèse 
15574.0,not_available,Oost-Vlaanderen,Sint-Niklaas
15581.0,not_available,Hainaut,frasnes lez gosselies
15603.0,not_available,West-Vlaanderen,Vlamertinge
15612.0,not_available,Antwerpen,Antwerpen 
15628.0,not_available,Limburg,Alken
15629.0,not_available,Antwerpen,Mechelen
15630.0,not_available,Antwerpen,Tielen
15631.0,not_available,Antwerpen,Vosselaar
15705.0,not_available,Liège,Herstal
15707.0,not_available,Liège,Andrimont (Dison)
15714.0,not_available,Vlaams-Brabant,Vlezenbeek
12505.0,not_available,Liège,Bütgenbach
15452.0,not_available,Antwerpen,Antwerpen
15851.0,not_available,Antwerpen,Antwerpen
105877.0,not_available,Antwerpen,Brecht
105899.0,not_available,West-Vlaanderen,Oostende
105912.0,not_available,Antwerpen,Dessel
105913.0,not_available,Antwerpen,Berchem
910902.0,not_available,Oost-Vlaanderen,Gent
915867.0,not_available,Antwerpen,Schoten
4195.0,not_available,Antwerpen,Berchem
6114.0,not_available,Limburg,Hasselt
6115.0,not_available,Limburg,Hasselt
6116.0,not_available,Limburg,Hasselt
15921.0,not_available,Limburg,Hoepertingen (Borgloon)
15924.0,not_available,Limburg,Hoepertingen (Borgloon)
15936.0,not_available,Liège,Sprimont
15937.0,not_available,Liège,Bierset
15938.0,not_available,Liège,Sprimont
15941.0,not_available,Liège,Sprimont
879.0,not_available,Vlaams-Brabant,Grimbergen
15946.0,not_available,Oost-Vlaanderen,Erembodegem
9085.0,not_available,Oost-Vlaanderen,Sint-Niklaas
16106.0,not_available,West-Vlaanderen,TIELT
16176.0,not_available,Bruxelles-Brussel,Bruxelles
16182.0,not_available,Bruxelles-Brussel,Bruxelles
16183.0,not_available,Antwerpen,Antwerpen
16185.0,not_available,Brabant Wallon,Mont-Saint-Guibert
16188.0,not_available,Namur,Lavaux-Sainte-Anne
16189.0,not_available,Antwerpen,Olen
10547.0,not_available,Vlaams-Brabant,Diegem
10548.0,not_available,Vlaams-Brabant,Diegem
910549.0,not_available,Bruxelles-Brussel,Anderlecht
16209.0,not_available,Namur,PROFONDEVILLE
16264.0,not_available,Oost-Vlaanderen,Erembodegem
16267.0,not_available,Luxembourg,LA Roche en ardennes
16268.0,not_available,Luxembourg,Rendeux
16270.0,not_available,Luxembourg,Virton
16272.0,not_available,Limburg,Kasterlee
16325.0,not_available,Bruxelles-Brussel,Anderlecht
16327.0,not_available,Antwerpen,Wilrijk
16333.0,not_available,West-Vlaanderen,ROESELARE
16335.0,not_available,West-Vlaanderen,ROESELARE
16336.0,not_available,West-Vlaanderen,ROESELARE
16345.0,not_available,Brabant Wallon,Wavre 
16354.0,not_available,Antwerpen,ANTWERPEN
16358.0,not_available,Limburg,Genk
16359.0,not_available,Oost-Vlaanderen,Sint-Niklaas
16363.0,not_available,Hainaut,Jumet
16368.0,not_available,Bruxelles-Brussel,Ixelles
16369.0,not_available,Bruxelles-Brussel,Uccle
16376.0,not_available,Limburg,Beringen-Paal
16378.0,not_available,West-Vlaanderen,Gent
16379.0,not_available,West-Vlaanderen,RIEME
16386.0,not_available,Hainaut,SAINT-GHISLAIN
16388.0,not_available,Luxembourg,Vaux-sur-Sûre
16389.0,not_available,Liège,Eynatten
16415.0,not_available,Brabant Wallon,Nivelles 
16430.0,not_available,Bruxelles-Brussel,Ixelles
16434.0,not_available,Antwerpen,Antwerpen
16439.0,not_available,Hainaut,SOIGNIES
16479.0,not_available,Limburg,Hasselt
16480.0,not_available,Limburg,Hasselt
9518.0,not_available,Limburg,Beringen
9517.0,not_available,Limburg,Beringen
16506.0,not_available,Limburg,As
16521.0,not_available,Oost-Vlaanderen,Grimminge
16525.0,not_available,Limburg,Heusden-Zolder
16540.0,not_available,Antwerpen,Essen
16560.0,not_available,Vlaams-Brabant,Londerzeel
10448.0,not_available,Vlaams-Brabant,Heverlee
16596.0,not_available,Oost-Vlaanderen,gent
16599.0,not_available,Antwerpen,Dessel
16611.0,not_available,Vlaams-Brabant,Huizingen
16617.0,not_available,Vlaams-Brabant,Overijse
16624.0,not_available,Hainaut,CHATELET
3256.0,not_available,Liège,Bütgenbach
16629.0,not_available,Bruxelles-Brussel,Saint-Josse-Ten-Noode
16632.0,not_available,Liège,Malmedy
16638.0,not_available,Limburg,Hamont-Achel
16644.0,not_available,Limburg,Pelt
16645.0,not_available,Limburg,Pelt
16650.0,not_available,Limburg,Velm
13572.0,not_available,Namur,anseremme
16651.0,not_available,Bruxelles-Brussel,Neder-over-Heembeek
16662.0,not_available,Antwerpen,Mechelen
16668.0,not_available,Namur,METTET
13.0,missing_coordinates,Hainaut,SOIGNIES
70.0,missing_coordinates,Liège,Ayeneux
75.0,missing_coordinates,Liège,Harzé
77.0,missing_coordinates,Liège,Liège
97.0,missing_coordinates,Bruxelles-Brussel,Brussel
98.0,missing_coordinates,Bruxelles-Brussel,Brussel
111.0,missing_coordinates,Vlaams-Brabant,MachelenBt)
167.0,missing_coordinates,Vlaams-Brabant,Halle
218.0,missing_coordinates,Liège,Liège
221.0,missing_coordinates,Liège,Bierset
226.0,missing_coordinates,Liège,Crisnée
227.0,missing_coordinates,Liège,Liège
234.0,missing_coordinates,Liège,Liège
235.0,missing_coordinates,Liège,La Reid
239.0,missing_coordinates,Liège,
259.0,missing_coordinates,Liège,Vieuxville
349.0,missing_coordinates,Oost-Vlaanderen,Kallo
354.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
356.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
369.0,missing_coordinates,Liège,Grivegnée
372.0,missing_coordinates,Luxembourg,Neufchâteau
373.0,missing_coordinates,Hainaut,Froidchapelle
376.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
380.0,missing_coordinates,Limburg,Tessenderlo
396.0,missing_coordinates,West-Vlaanderen,Nieuwpoort
403.0,missing_coordinates,Hainaut,Ghlin
407.0,missing_coordinates,Limburg,Sint-Truiden
421.0,missing_coordinates,Oost-Vlaanderen,Gent
422.0,missing_coordinates,Oost-Vlaanderen,Gent
423.0,missing_coordinates,Oost-Vlaanderen,Gent
424.0,missing_coordinates,Oost-Vlaanderen,Gent
425.0,missing_coordinates,Oost-Vlaanderen,Gent
434.0,missing_coordinates,Luxembourg,Recogne
451.0,missing_coordinates,Antwerpen,Antwerpen
457.0,missing_coordinates,Antwerpen,Geel
469.0,missing_coordinates,Vlaams-Brabant,Kampenhout
476.0,missing_coordinates,West-Vlaanderen,Jabbeke
477.0,missing_coordinates,West-Vlaanderen,Jabbeke
478.0,missing_coordinates,West-Vlaanderen,Jabbeke
491.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
493.0,missing_coordinates,Oost-Vlaanderen,Meerbeke
494.0,missing_coordinates,Vlaams-Brabant,Zellik
495.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
496.0,missing_coordinates,Namur,Naninne
507.0,missing_coordinates,,
510.0,missing_coordinates,Liège,Angleur
518.0,missing_coordinates,Antwerpen,Wilrijk
525.0,missing_coordinates,Limburg,Opglabbeek
531.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
535.0,missing_coordinates,Vlaams-Brabant,Leuven
539.0,missing_coordinates,Liège,Liège
542.0,missing_coordinates,Hainaut,Morlanwelz
564.0,missing_coordinates,Vlaams-Brabant,Strombeek-Bever
569.0,missing_coordinates,West-Vlaanderen,Brugge
571.0,missing_coordinates,Limburg,Genk
580.0,missing_coordinates,Antwerpen,Turnhout
583.0,missing_coordinates,Brabant Wallon,Braine-l Alleud
594.0,missing_coordinates,Limburg,Neerpelt
609.0,missing_coordinates,Hainaut,Feluy
627.0,missing_coordinates,Liège,Seraing
747.0,missing_coordinates,Limburg,Tessenderlo
748.0,missing_coordinates,Oost-Vlaanderen,Deinze
762.0,missing_coordinates,Hainaut,Mons
778.0,missing_coordinates,Vlaams-Brabant,TIENEN
792.0,missing_coordinates,Brabant Wallon,Hélécine
798.0,missing_coordinates,Hainaut,Froidchapelle
805.0,missing_coordinates,Brabant Wallon,Louvain-la-Neuve
815.0,missing_coordinates,Oost-Vlaanderen,Kallo
828.0,missing_coordinates,Hainaut,Fleurus
829.0,missing_coordinates,Hainaut,Fleurus
843.0,missing_coordinates,Vlaams-Brabant,Diest
844.0,missing_coordinates,Hainaut,Seneffe
848.0,missing_coordinates,West-Vlaanderen,Kortrijk
866.0,missing_coordinates,Liège,Herstal
869.0,missing_coordinates,Luxembourg,Aubange
875.0,missing_coordinates,Brabant Wallon,Wavre
876.0,missing_coordinates,Brabant Wallon,WAVRE
882.0,missing_coordinates,Hainaut,Fleurus
886.0,missing_coordinates,Liège,Herstal
891.0,missing_coordinates,Brabant Wallon,La hulpe
896.0,missing_coordinates,Antwerpen,Olen
898.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
961.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
986.0,missing_coordinates,Limburg,Gellik
1009.0,missing_coordinates,Brabant Wallon,Wauthier-Braine
1022.0,missing_coordinates,Luxembourg,REDU
1023.0,missing_coordinates,Luxembourg,REDU
1026.0,missing_coordinates,Antwerpen,Berchem
1038.0,missing_coordinates,Liège,Spa
1040.0,missing_coordinates,Hainaut,Meslin-l Evêque
1044.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
1047.0,missing_coordinates,Brabant Wallon,Villers-la-Ville
1065.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
1082.0,missing_coordinates,Liège,Liège
1087.0,missing_coordinates,Antwerpen,Berchem
1102.0,missing_coordinates,West-Vlaanderen,Nieuwpoort
1109.0,missing_coordinates,Antwerpen,SCHILDE
1110.0,missing_coordinates,Antwerpen,SCHILDE
1111.0,missing_coordinates,Antwerpen,SCHILDE
1124.0,missing_coordinates,Limburg,Sint-Truiden
1125.0,missing_coordinates,Antwerpen,Bornem
1147.0,missing_coordinates,West-Vlaanderen,Nieuwpoort
1149.0,missing_coordinates,Liège,Lixhe
1155.0,missing_coordinates,Liège,Wanze
1156.0,missing_coordinates,Brabant Wallon,Villers-la-Ville
1171.0,missing_coordinates,Liège,SOUMAGNE
1173.0,missing_coordinates,West-Vlaanderen,Diksmuide
1183.0,missing_coordinates,Luxembourg,BASTOGNE
1197.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
1198.0,missing_coordinates,Namur,Namur
1203.0,missing_coordinates,Hainaut,Braine-le-Comte
1206.0,missing_coordinates,Hainaut,Tournai
1212.0,missing_coordinates,Liège,Huy
1216.0,missing_coordinates,Liège,Verviers
1223.0,missing_coordinates,Namur,Walcourt
1237.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
1249.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
1254.0,missing_coordinates,Brabant Wallon,Louvain-la-Neuve
1255.0,missing_coordinates,Bruxelles-Brussel,Brussel
1256.0,missing_coordinates,Antwerpen,Muizen
1267.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
1275.0,missing_coordinates,Namur,Jambes
1276.0,missing_coordinates,Luxembourg,Houdemont
1282.0,missing_coordinates,Namur,Bois-de-Villers
1303.0,missing_coordinates,Liège,WAIMES
1304.0,missing_coordinates,Liège,WAIMES
1305.0,missing_coordinates,Liège,WAIMES
1315.0,missing_coordinates,Oost-Vlaanderen,Ninove
1316.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
1338.0,missing_coordinates,West-Vlaanderen,Sint-Michiels
1339.0,missing_coordinates,Antwerpen,Berchem
1360.0,missing_coordinates,Oost-Vlaanderen,Dendermonde
1362.0,missing_coordinates,Oost-Vlaanderen,Dendermonde
1372.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
1397.0,missing_coordinates,West-Vlaanderen,Roeselare
1404.0,missing_coordinates,Namur,Flawinne
1406.0,missing_coordinates,Namur,FLAWINNE
1408.0,missing_coordinates,Liège,Loncin
1414.0,missing_coordinates,Hainaut,Feluy
1440.0,missing_coordinates,Luxembourg,Bouillon
1447.0,missing_coordinates,Liège,Herstal
1450.0,missing_coordinates,Hainaut,Charleroi
1451.0,missing_coordinates,Hainaut,Mons
1458.0,missing_coordinates,West-Vlaanderen,EERNEGEM
1466.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
1473.0,missing_coordinates,Bruxelles-Brussel,Brussel
1474.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
1481.0,missing_coordinates,Hainaut,Baudour
1488.0,missing_coordinates,West-Vlaanderen,NIEUWPOORT
1496.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
1500.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
1502.0,missing_coordinates,Liège,Jalhay
1510.0,missing_coordinates,Antwerpen,Zwijndrecht
1531.0,missing_coordinates,Antwerpen,BALEN
1543.0,missing_coordinates,Liège,Waremme
1549.0,missing_coordinates,Vlaams-Brabant,Vilvoorde
1571.0,missing_coordinates,Antwerpen,Antwerpen
1575.0,missing_coordinates,Antwerpen,Zwijndrecht
1576.0,missing_coordinates,Liège,Liège
1582.0,missing_coordinates,Hainaut,Seneffe
1584.0,missing_coordinates,Hainaut,SENEFFE
1585.0,missing_coordinates,Hainaut,SENEFFE
1586.0,missing_coordinates,Hainaut,SENEFFE
1587.0,missing_coordinates,Hainaut,SENEFFE
1593.0,missing_coordinates,Hainaut,Baileux
1594.0,missing_coordinates,Brabant Wallon,Bierghes
1595.0,missing_coordinates,Hainaut,Lessines
1596.0,missing_coordinates,Hainaut,Lessines
1610.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
1622.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
1624.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
1630.0,missing_coordinates,Antwerpen,Wijnegem
1633.0,missing_coordinates,Bruxelles-Brussel,Brussel
1636.0,missing_coordinates,Oost-Vlaanderen,Sint-Denijs-Westrem
1637.0,missing_coordinates,Limburg,Genk
1639.0,missing_coordinates,Hainaut,Baileux
1640.0,missing_coordinates,Namur,Flawinne
1641.0,missing_coordinates,Namur,Flawinne
1643.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
1644.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
1652.0,missing_coordinates,Vlaams-Brabant,Boortmeerbeek
1665.0,missing_coordinates,Luxembourg,Bastogne
1685.0,missing_coordinates,Antwerpen,Berchem
1692.0,missing_coordinates,Brabant Wallon,Ramillies
1693.0,missing_coordinates,Brabant Wallon,RAMILLIES
1697.0,missing_coordinates,Hainaut,PONT-À-CELLES
1705.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
1706.0,missing_coordinates,Oost-Vlaanderen,GENT
1708.0,missing_coordinates,Antwerpen,Antwerpen
1718.0,missing_coordinates,Antwerpen,BREENDONK
1720.0,missing_coordinates,Namur,SUARLÉE
1726.0,missing_coordinates,Vlaams-Brabant,Zaventem
1743.0,missing_coordinates,Luxembourg,Auby-sur-Semois
1760.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
1761.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
1762.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
1770.0,missing_coordinates,Brabant Wallon,BIERGHES
1771.0,missing_coordinates,Hainaut,Lessines
1773.0,missing_coordinates,Oost-Vlaanderen,Oostakker
1776.0,missing_coordinates,Antwerpen,Wilrijk
1778.0,missing_coordinates,Antwerpen,Wilrijk
1783.0,missing_coordinates,Antwerpen,Borsbeek
1787.0,missing_coordinates,Antwerpen,Bonheiden
1791.0,missing_coordinates,Antwerpen,Berchem
91814.0,missing_coordinates,Oost-Vlaanderen,Beveren-Waas
1835.0,missing_coordinates,Oost-Vlaanderen,Gent
1874.0,missing_coordinates,Brabant Wallon,Perwez
1876.0,missing_coordinates,Namur,Jemeppe-sur-Sambre
1908.0,missing_coordinates,West-Vlaanderen,Waregem
1921.0,missing_coordinates,Liège,Liège
1925.0,missing_coordinates,Liège,Grivegnée
1932.0,missing_coordinates,Limburg,Tongeren
1933.0,missing_coordinates,West-Vlaanderen,Oostende
1940.0,missing_coordinates,West-Vlaanderen,Brugge
1944.0,missing_coordinates,Vlaams-Brabant,Wemmel
1950.0,missing_coordinates,Limburg,Bilzen
1953.0,missing_coordinates,West-Vlaanderen,Tielt
1960.0,missing_coordinates,West-Vlaanderen,Brugge
1968.0,missing_coordinates,West-Vlaanderen,Sint-Eloois-Vijve
1979.0,missing_coordinates,Luxembourg,Marche-en-Famenne
1980.0,missing_coordinates,Hainaut,Froyennes
1982.0,missing_coordinates,Liège,Herstal
1983.0,missing_coordinates,Liège,Flémalle
1984.0,missing_coordinates,Liège,Malmédy
1985.0,missing_coordinates,Hainaut,Gosselies
1986.0,missing_coordinates,Hainaut,Haine-Saint-Pierre
1989.0,missing_coordinates,Brabant Wallon,Bierges
1991.0,missing_coordinates,Hainaut,Soignies
1992.0,missing_coordinates,Namur,Wépion
1994.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
1998.0,missing_coordinates,Liège,Boncelles
2000.0,missing_coordinates,Hainaut,Mons
2001.0,missing_coordinates,Brabant Wallon,Waterloo
2003.0,missing_coordinates,Brabant Wallon,Waterloo
2004.0,missing_coordinates,Hainaut,Mouscron
2008.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
2009.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
2010.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
2013.0,missing_coordinates,Limburg,Paal
2033.0,missing_coordinates,Antwerpen,MECHELEN
2064.0,missing_coordinates,Liège,Fléron
2071.0,missing_coordinates,Antwerpen,HOVE
2072.0,missing_coordinates,Liège,Petit-Rechain
2073.0,missing_coordinates,Liège,Gemmenich
2076.0,missing_coordinates,Antwerpen,KALMTHOUT
2095.0,missing_coordinates,Luxembourg,Libramont-Chevigny
2099.0,missing_coordinates,Liège,Angleur
2100.0,missing_coordinates,Liège,Welkenraedt
2101.0,missing_coordinates,Liège,Voroux-Goreux
2102.0,missing_coordinates,Namur,NAMUR
2110.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
2135.0,missing_coordinates,Liège,Saint-Vith
2149.0,missing_coordinates,Vlaams-Brabant,Diegem
2159.0,missing_coordinates,Luxembourg,Bertrix
2160.0,missing_coordinates,Liège,Liège
2177.0,missing_coordinates,Liège,Pepinster
2180.0,missing_coordinates,Hainaut,Mons
2182.0,missing_coordinates,Hainaut,Charleroi
2190.0,missing_coordinates,Bruxelles-Brussel,Brussel
2192.0,missing_coordinates,Antwerpen,Berchem
2198.0,missing_coordinates,Oost-Vlaanderen,EEKLO
2199.0,missing_coordinates,Oost-Vlaanderen,EEKLO
2205.0,missing_coordinates,Oost-Vlaanderen,Sint-Martens-Latem
2216.0,missing_coordinates,Namur,Namur
2220.0,missing_coordinates,Namur,Walcourt
2259.0,missing_coordinates,Hainaut,CellesHt.)
2262.0,missing_coordinates,Luxembourg,Saint-Mard
2263.0,missing_coordinates,Luxembourg,Virton
2266.0,missing_coordinates,Antwerpen,Borgerhout
2267.0,missing_coordinates,Antwerpen,Borgerhout
2268.0,missing_coordinates,Limburg,Hasselt
2278.0,missing_coordinates,Brabant Wallon,Rosières
2279.0,missing_coordinates,Brabant Wallon,Genval
2280.0,missing_coordinates,Liège,Bierset
2281.0,missing_coordinates,Namur,Walcourt
2283.0,missing_coordinates,Luxembourg,Bertrix
2285.0,missing_coordinates,Oost-Vlaanderen,Wetteren
2288.0,missing_coordinates,Luxembourg,Bouillon
2296.0,missing_coordinates,Namur,Floreffe
2303.0,missing_coordinates,Liège,BaelenLg.)
2306.0,missing_coordinates,Hainaut,Frasnes-lez-Buissenal
2307.0,missing_coordinates,Hainaut,Frasnes-lez-Buissenal
2310.0,missing_coordinates,Namur,Ciney
2311.0,missing_coordinates,Namur,Ciney
2320.0,missing_coordinates,Hainaut,Mons
2327.0,missing_coordinates,West-Vlaanderen,Ieper
2328.0,missing_coordinates,West-Vlaanderen,BRUGGE
2332.0,missing_coordinates,Namur,Namur
2337.0,missing_coordinates,Vlaams-Brabant,Diegem
2352.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
2356.0,missing_coordinates,Liège,Vottem
2357.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
2360.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
2364.0,missing_coordinates,Liège,Liège
2365.0,missing_coordinates,Luxembourg,Aubange
2367.0,missing_coordinates,Luxembourg,Vaux-sur-Sûre
2370.0,missing_coordinates,Hainaut,Seneffe
2372.0,missing_coordinates,Hainaut,Péruwelz
2376.0,missing_coordinates,Luxembourg,Hotton
2377.0,missing_coordinates,Luxembourg,Marche-en-Famenne
2380.0,missing_coordinates,Bruxelles-Brussel,Brussel
2382.0,missing_coordinates,West-Vlaanderen,Sint-Andries
2383.0,missing_coordinates,Limburg,Hasselt
2385.0,missing_coordinates,Antwerpen,Antwerpen
2386.0,missing_coordinates,Oost-Vlaanderen,Gent
2387.0,missing_coordinates,Oost-Vlaanderen,GENT
2388.0,missing_coordinates,West-Vlaanderen,Brugge
2389.0,missing_coordinates,West-Vlaanderen,Brugge
2390.0,missing_coordinates,Oost-Vlaanderen,Sint-Lievens-Houtem
2391.0,missing_coordinates,Liège,Liège
2394.0,missing_coordinates,Antwerpen,Kontich
2398.0,missing_coordinates,Hainaut,Mons
2399.0,missing_coordinates,Hainaut,Mons
2404.0,missing_coordinates,Oost-Vlaanderen,Beveren-Waas
2412.0,missing_coordinates,Vlaams-Brabant,Leuven
2419.0,missing_coordinates,Luxembourg,Bastogne
2426.0,missing_coordinates,Liège,Ferrières
2431.0,missing_coordinates,Liège,Grâce-Hollogne
2432.0,missing_coordinates,Liège,Olne
2435.0,missing_coordinates,Liège,Saint-NicolasLg.)
2443.0,missing_coordinates,Liège,Bolland
2446.0,missing_coordinates,Hainaut,Mesvin
2448.0,missing_coordinates,Hainaut,Nalinnes
2449.0,missing_coordinates,Liège,Dalhem
2450.0,missing_coordinates,Namur,Falisolle
2453.0,missing_coordinates,Bruxelles-Brussel,Brussel
2462.0,missing_coordinates,Liège,Theux
2466.0,missing_coordinates,Liège,Limbourg
2471.0,missing_coordinates,Namur,Auvelais
2476.0,missing_coordinates,Vlaams-Brabant,ASSE
2479.0,missing_coordinates,Liège,Stavelot
2481.0,missing_coordinates,Liège,Henri-Chapelle
2482.0,missing_coordinates,Liège,GrivegnéeLiège)
2483.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
2484.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
2485.0,missing_coordinates,Liège,Grâce-Hollogne
2487.0,missing_coordinates,Liège,Oupeye
2489.0,missing_coordinates,Luxembourg,Bouillon
2493.0,missing_coordinates,Hainaut,Obourg
2495.0,missing_coordinates,Hainaut,NimyMons)
2500.0,missing_coordinates,Hainaut,Mons
2503.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
2505.0,missing_coordinates,Hainaut,Harchies
2514.0,missing_coordinates,Liège,Lierneux
2515.0,missing_coordinates,Namur,Mornimont
2518.0,missing_coordinates,Luxembourg,Virton
2525.0,missing_coordinates,Hainaut,MONS
2526.0,missing_coordinates,Hainaut,Jemappes
2527.0,missing_coordinates,Hainaut,Havré
2530.0,missing_coordinates,Hainaut,MONS
2538.0,missing_coordinates,Hainaut,Neufvilles
2543.0,missing_coordinates,Luxembourg,Villance
2545.0,missing_coordinates,Liège,Welkenraedt
2546.0,missing_coordinates,Liège,WELKENRAEDT
2552.0,missing_coordinates,Antwerpen,Muizen
2561.0,missing_coordinates,Hainaut,HouthemComines)
2568.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
2569.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
2570.0,missing_coordinates,Luxembourg,Houdemont
2572.0,missing_coordinates,Luxembourg,Attert
2575.0,missing_coordinates,Liège,Stavelot
2576.0,missing_coordinates,Bruxelles-Brussel,Bruxelles
2580.0,missing_coordinates,Namur,Lisogne
2581.0,missing_coordinates,Hainaut,Lens
